model,group,A,B,E,F,N
Hybrid2012+bias,acute pain,86.5,58.0,50.5,2.5,51
Hybrid2012+bias,acute pain,86.0,67.5,13.5,40.5,34
Hybrid2012+bias,acute pain,84.5,67.0,24.0,25.0,44
Hybrid2012+bias,acute pain,65.0,55.5,41.0,36.0,51
Hybrid2012+bias,acute pain,71.5,59.5,41.0,31.0,40
Hybrid2012+bias,acute pain,83.0,57.5,44.5,14.5,47
Hybrid2012+bias,acute pain,89.5,54.0,34.0,21.0,50
Hybrid2012+bias,acute pain,91.5,59.0,38.5,12.0,44
Hybrid2012+bias,acute pain,65.5,62.0,48.0,19.0,55
Hybrid2012+bias,acute pain,60.0,64.0,36.5,37.5,50
Hybrid2012+bias,acute pain,95.0,62.0,34.0,17.0,33
Hybrid2012+bias,acute pain,89.5,47.0,37.0,32.0,37
Hybrid2012+bias,acute pain,88.5,62.5,42.0,7.5,44
Hybrid2012+bias,acute pain,74.0,79.5,8.0,35.5,52
Hybrid2012+bias,acute pain,59.0,88.5,15.0,43.5,35
Hybrid2012+bias,acute pain,58.0,51.5,47.0,38.5,54
Hybrid2012+bias,acute pain,80.5,49.5,52.5,14.5,52
Hybrid2012+bias,acute pain,87.5,67.5,37.0,10.5,42
Hybrid2012+bias,acute pain,88.5,51.5,32.5,34.5,34
Hybrid2012+bias,acute pain,41.0,53.0,48.5,59.5,42
Hybrid2012+bias,acute pain,90.0,70.0,42.5,6.5,31
Hybrid2012+bias,acute pain,96.0,57.5,38.0,8.5,46
Hybrid2012+bias,acute pain,94.0,52.5,32.0,37.0,19
Hybrid2012+bias,acute pain,86.5,65.0,41.5,12.0,37
Hybrid2012+bias,acute pain,72.5,41.0,57.0,28.5,50
Hybrid2012+bias,acute pain,85.5,49.5,41.5,22.5,47
Hybrid2012+bias,acute pain,94.5,23.0,61.0,32.5,26
Hybrid2012+bias,acute pain,64.5,47.5,50.0,39.5,43
Hybrid2012+bias,acute pain,98.5,51.0,43.5,6.0,48
Hybrid2012+bias,acute pain,87.0,58.5,42.5,29.5,16
Hybrid2012+bias,acute pain,62.0,70.0,32.0,37.0,44
Hybrid2012+bias,acute pain,97.0,26.0,36.5,53.5,23
Hybrid2012+bias,acute pain,89.5,63.0,25.5,29.0,33
Hybrid2012+bias,acute pain,90.0,40.0,46.5,31.0,33
Hybrid2012+bias,acute pain,79.5,61.0,49.0,12.5,43
Hybrid2012+bias,acute pain,78.5,57.5,33.0,34.5,39
Hybrid2012+bias,acute pain,82.0,78.0,5.5,37.5,41
Hybrid2021+bias+decay,acute pain,54.5,51.0,51.5,45.5,43
Hybrid2021+bias+decay,acute pain,50.5,51.5,49.0,43.0,57
Hybrid2021+bias+decay,acute pain,57.0,50.5,47.0,47.0,42
Hybrid2021+bias+decay,acute pain,52.5,50.0,48.5,49.0,47
Hybrid2021+bias+decay,acute pain,50.0,46.0,51.0,48.0,55
Hybrid2021+bias+decay,acute pain,54.5,52.5,48.0,48.5,40
Hybrid2021+bias+decay,acute pain,58.5,52.0,46.5,41.0,50
Hybrid2021+bias+decay,acute pain,62.0,36.0,53.5,47.0,48
Hybrid2021+bias+decay,acute pain,54.0,45.5,52.5,49.0,44
Hybrid2021+bias+decay,acute pain,55.0,55.0,55.5,34.5,45
Hybrid2021+bias+decay,acute pain,51.0,52.0,48.0,46.5,51
Hybrid2021+bias+decay,acute pain,55.0,45.5,48.0,51.5,46
Hybrid2021+bias+decay,acute pain,52.5,48.5,43.0,51.5,55
Hybrid2021+bias+decay,acute pain,52.0,46.5,47.0,55.0,45
Hybrid2021+bias+decay,acute pain,49.0,48.0,51.0,48.5,53
Hybrid2021+bias+decay,acute pain,49.0,54.0,46.0,48.0,52
Hybrid2021+bias+decay,acute pain,53.5,53.0,48.0,42.5,52
Hybrid2021+bias+decay,acute pain,52.5,49.0,49.0,48.0,50
Hybrid2021+bias+decay,acute pain,57.0,48.0,49.0,49.0,41
Hybrid2021+bias+decay,acute pain,59.0,50.0,44.0,48.5,43
Hybrid2021+bias+decay,acute pain,49.5,51.0,55.0,43.0,50
Hybrid2021+bias+decay,acute pain,53.0,54.0,53.0,40.0,46
Hybrid2021+bias+decay,acute pain,49.0,49.5,46.0,52.0,53
Hybrid2021+bias+decay,acute pain,57.0,48.5,46.0,42.5,57
Hybrid2021+bias+decay,acute pain,54.5,48.5,46.0,49.5,48
Hybrid2021+bias+decay,acute pain,52.0,52.5,44.0,45.0,57
Hybrid2021+bias+decay,acute pain,52.5,47.0,47.0,50.5,51
Hybrid2021+bias+decay,acute pain,54.0,53.5,46.5,40.5,56
Hybrid2021+bias+decay,acute pain,53.0,46.0,54.0,42.5,54
Hybrid2021+bias+decay,acute pain,49.5,56.0,45.5,46.5,51
Hybrid2021+bias+decay,acute pain,52.5,52.0,40.5,53.5,50
Hybrid2021+bias+decay,acute pain,54.0,46.0,42.0,53.5,54
Hybrid2021+bias+decay,acute pain,47.0,48.0,54.5,46.0,54
Hybrid2021+bias+decay,acute pain,53.0,58.0,44.0,44.5,46
Hybrid2021+bias+decay,acute pain,50.0,51.0,50.5,44.5,53
Hybrid2021+bias+decay,acute pain,56.5,54.0,43.5,50.0,39
Hybrid2021+bias+decay,acute pain,53.5,46.0,45.5,48.0,59
Hybrid2021+bias+decay,acute pain,53.0,51.5,49.5,42.5,52
Hybrid2021+bias+decay,acute pain,50.0,44.0,52.5,49.5,54
Hybrid2021+bias+decay,acute pain,59.0,50.5,47.0,49.0,37
Hybrid2021+bias+decay,acute pain,57.5,52.0,42.0,49.0,46
Hybrid2021+bias+decay,acute pain,55.0,49.5,53.5,44.0,43
Hybrid2021+bias+decay,acute pain,53.5,55.0,42.5,50.5,44
Hybrid2021+bias+decay,acute pain,48.5,42.0,58.0,45.0,59
Hybrid2021+bias+decay,acute pain,56.0,50.0,48.5,42.0,53
Hybrid2021+bias+decay,acute pain,63.0,56.0,45.0,36.0,44
Hybrid2021+bias+decay,acute pain,49.5,49.5,48.5,51.5,48
Hybrid2021+bias+decay,acute pain,51.5,47.5,53.0,49.5,43
Hybrid2021+bias+decay,acute pain,50.5,46.0,51.0,43.0,63
Hybrid2021+bias+decay,acute pain,49.5,46.5,55.0,51.0,43
Hybrid2021+bias+decay,acute pain,53.5,46.5,56.5,48.0,38
Hybrid2021+bias+decay,acute pain,54.0,48.0,52.0,49.0,41
Hybrid2021+bias+decay,acute pain,53.0,48.0,49.0,48.0,50
Hybrid2021+bias+decay,acute pain,49.5,49.0,54.0,46.5,47
Hybrid2021+bias+decay,acute pain,52.5,52.5,45.0,47.0,51
Hybrid2021+bias+decay,acute pain,61.0,50.0,44.5,39.5,55
Hybrid2021+bias+decay,acute pain,52.0,46.5,46.5,53.0,50
Hybrid2021+bias+decay,acute pain,49.5,57.5,52.5,46.0,37
Hybrid2021+bias+decay,acute pain,53.0,49.5,50.5,42.0,55
Hybrid2021+bias+decay,acute pain,53.5,54.0,42.5,51.0,45
Hybrid2021+bias+decay,acute pain,54.0,50.0,51.0,42.5,51
Hybrid2021+bias+decay,acute pain,54.0,50.0,53.0,43.0,46
Hybrid2021+bias+decay,acute pain,56.0,46.0,49.0,49.0,46
Hybrid2021+bias+decay,acute pain,57.0,50.5,50.5,44.5,42
Hybrid2021+bias+decay,acute pain,51.5,55.5,44.0,45.0,54
Hybrid2021+bias+decay,acute pain,41.0,53.0,52.5,52.0,48
Hybrid2021+bias+decay,acute pain,51.0,60.0,56.5,34.0,44
Hybrid2021+bias+decay,acute pain,56.0,54.5,42.5,45.5,50
Hybrid2021+bias+decay,acute pain,91.0,45.5,34.0,36.0,36
Hybrid2021+bias+decay,acute pain,53.0,51.5,49.0,51.0,38
Hybrid2021+bias+decay,acute pain,50.0,53.0,46.5,51.5,44
Hybrid2021+bias+decay,acute pain,53.5,49.5,45.5,49.5,51
Hybrid2021+bias+decay,acute pain,55.5,50.0,46.0,43.5,55
Hybrid2021+bias+decay,acute pain,49.0,49.0,47.5,54.5,47
Hybrid2021+bias+decay,acute pain,56.5,49.0,46.0,50.0,43
Hybrid2021+bias+decay,acute pain,49.5,46.0,50.0,50.5,53
Hybrid2021+bias+decay,acute pain,61.0,49.5,46.0,44.5,44
Hybrid2021+bias+decay,acute pain,54.5,43.0,46.5,52.0,54
Hybrid2021+bias+decay,acute pain,57.5,43.0,46.0,50.5,53
Hybrid2021+bias+decay,acute pain,61.0,41.5,45.0,51.5,50
Hybrid2021+bias+decay,acute pain,51.5,47.0,55.0,45.0,51
Hybrid2021+bias+decay,acute pain,42.0,52.5,56.5,47.0,50
Hybrid2021+bias+decay,acute pain,49.0,54.5,55.5,38.5,50
Hybrid2021+bias+decay,acute pain,52.5,49.0,50.5,45.5,51
Hybrid2021+bias+decay,acute pain,46.0,52.0,53.0,45.0,53
Hybrid2021+bias+decay,acute pain,51.5,53.5,42.5,46.5,56
Hybrid2021+bias+decay,acute pain,46.0,53.5,49.5,51.5,45
QLearning,no pain,85.0,67.5,38.5,3.5,56
QLearning,no pain,96.5,64.5,28.5,7.0,53
QLearning,no pain,93.0,73.0,31.5,1.5,47
QLearning,no pain,85.5,53.5,40.5,16.0,54
QLearning,no pain,98.5,67.5,32.5,1.0,48
QLearning,no pain,96.5,58.0,33.0,6.5,57
QLearning,no pain,84.0,67.5,36.5,12.5,45
QLearning,no pain,72.0,48.5,46.5,31.0,50
QLearning,no pain,75.5,66.5,38.5,18.0,50
QLearning,no pain,89.5,63.5,37.5,10.5,44
QLearning,no pain,80.5,65.5,29.0,23.0,51
QLearning,no pain,66.5,60.5,43.0,28.0,51
QLearning,no pain,89.0,56.0,35.0,14.5,56
QLearning,no pain,97.0,65.5,30.5,6.0,48
QLearning,no pain,64.0,51.0,51.0,37.0,41
QLearning,no pain,80.0,61.5,32.0,22.5,54
QLearning,no pain,76.0,53.5,43.5,26.5,46
QLearning,no pain,69.5,71.5,39.5,10.5,62
QLearning,no pain,95.0,49.5,50.5,4.5,46
QLearning,no pain,81.5,62.0,40.0,20.5,39
QLearning,no pain,98.0,68.0,32.0,2.0,45
QLearning,no pain,94.0,62.0,32.5,8.5,52
QLearning,no pain,90.0,62.0,39.0,7.0,50
QLearning,no pain,81.0,49.0,51.0,16.0,52
QLearning,no pain,89.0,62.5,33.5,11.0,53
QLearning,no pain,87.0,59.5,39.5,11.5,51
QLearning,no pain,75.5,59.0,48.0,17.0,47
QLearning,no pain,95.5,58.5,30.0,13.0,52
QLearning,no pain,53.5,48.5,51.0,42.5,54
QLearning,no pain,63.0,54.5,46.5,31.0,55
QLearning,no pain,83.0,49.0,36.0,26.0,57
QLearning,no pain,98.5,66.0,30.0,1.0,55
QLearning,no pain,95.0,66.0,30.0,5.0,53
QLearning,no pain,61.5,78.5,22.5,36.0,51
QLearning,no pain,96.5,70.0,30.0,2.0,48
QLearning,no pain,79.5,69.0,29.0,18.0,53
QLearning,no pain,86.0,66.0,31.0,15.0,50
QLearning,no pain,57.5,56.0,50.0,36.0,46
QLearning,no pain,59.0,45.5,47.5,42.5,57
QLearning,no pain,75.5,59.5,41.5,22.0,48
QLearning,no pain,94.0,56.0,37.5,10.5,48
QLearning,no pain,86.0,65.0,35.0,15.5,43
QLearning,no pain,97.5,66.5,31.5,3.5,48
QLearning,no pain,87.0,60.0,25.5,21.5,57
QLearning,no pain,72.0,78.0,34.5,10.5,55
QLearning,no pain,62.5,76.5,47.5,16.5,40
QLearning,no pain,94.5,58.5,36.0,11.0,47
QLearning,no pain,79.0,60.0,42.0,10.5,60
QLearning,no pain,93.0,70.0,24.0,17.0,40
QLearning,no pain,84.0,57.0,41.0,18.0,46
QLearning,no pain,93.0,60.5,38.0,5.5,51
QLearning,no pain,93.5,63.5,35.5,5.5,50
QLearning,no pain,84.0,70.5,31.5,15.5,44
QLearning,no pain,90.5,66.0,32.0,10.5,46
QLearning,no pain,79.5,64.0,36.5,17.5,51
QLearning,no pain,73.0,63.0,40.5,25.0,43
QLearning,no pain,86.5,62.0,41.5,9.0,48
QLearning,no pain,99.0,59.0,25.5,14.0,51
QLearning,no pain,90.5,64.5,24.0,22.5,43
QLearning,no pain,93.0,56.0,45.0,3.0,52
QLearning,no pain,57.5,50.5,48.0,41.0,53
QLearning,no pain,60.5,46.0,45.5,45.5,51
QLearning,no pain,68.5,68.5,37.0,29.5,40
QLearning,no pain,96.0,65.0,34.0,7.5,42
QLearning,no pain,98.0,65.5,31.5,0.5,54
QLearning,no pain,99.0,61.5,33.0,2.0,55
QLearning,no pain,100.0,69.5,30.5,1.0,46
QLearning,no pain,99.0,64.5,33.0,3.5,45
QLearning,no pain,87.0,59.0,49.0,8.5,40
QLearning,no pain,92.0,69.0,32.0,0.5,57
QLearning,no pain,82.0,61.0,34.5,20.0,51
QLearning,no pain,91.0,62.5,40.0,2.0,54
QLearning,no pain,100.0,64.0,34.0,0.0,51
QLearning,no pain,68.0,70.0,27.5,25.0,63
QLearning,no pain,46.5,46.0,54.0,48.0,56
QLearning,no pain,64.0,58.5,44.0,28.0,56
QLearning,no pain,93.0,69.0,35.0,5.0,43
QLearning,no pain,81.0,69.0,34.5,16.0,45
QLearning,no pain,79.0,63.5,37.0,21.5,44
QLearning,no pain,86.5,65.5,38.5,5.5,54
QLearning,no pain,96.5,70.5,25.5,6.0,48
QLearning,no pain,80.5,64.5,34.5,16.0,54
QLearning,no pain,93.0,68.0,34.5,2.0,51
QLearning,no pain,89.0,57.5,39.0,10.5,55
QLearning,no pain,91.5,63.0,36.5,7.5,48
QLearning,no pain,73.0,53.5,43.0,24.5,56
QLearning,no pain,96.0,65.5,38.5,2.5,42
QLearning,no pain,93.0,66.5,27.0,11.5,50
QLearning,no pain,88.5,58.5,27.0,23.5,52
QLearning,no pain,90.5,65.5,26.0,13.5,55
QLearning,no pain,97.5,59.5,37.0,4.5,50
QLearning,no pain,98.5,62.0,19.5,15.5,55
QLearning,no pain,85.0,58.0,43.5,12.5,48
QLearning,no pain,79.5,63.0,43.5,12.5,48
QLearning,no pain,80.0,53.5,38.0,27.0,48
QLearning,no pain,72.0,54.5,40.5,30.5,51
QLearning,no pain,84.0,64.0,41.5,8.5,48
QLearning,no pain,77.5,47.5,45.0,31.5,44
QLearning,no pain,63.5,54.0,47.0,34.5,47
QLearning,no pain,85.0,58.5,42.5,13.5,47
QLearning,no pain,84.0,61.0,35.5,19.0,46
QLearning,no pain,98.5,57.0,37.0,4.0,52
QLearning,no pain,69.5,63.0,37.0,25.0,57
QLearning,no pain,96.5,67.5,27.5,2.5,57
QLearning,no pain,65.0,55.0,45.0,38.0,40
QLearning,no pain,68.5,48.5,38.5,43.0,48
QLearning,no pain,95.0,64.0,33.5,7.0,47
QLearning,no pain,81.5,62.5,37.0,15.5,52
QLearning,no pain,90.0,55.5,42.0,11.0,48
QLearning,no pain,89.0,50.0,47.0,10.0,53
QLearning,no pain,97.5,66.0,30.5,2.0,54
QLearning,no pain,83.5,63.0,41.5,7.5,55
QLearning,no pain,83.5,64.0,28.5,20.5,54
QLearning,no pain,72.0,64.5,35.5,25.5,52
QLearning,no pain,94.0,71.0,32.5,2.5,47
QLearning,no pain,54.5,49.0,53.0,46.0,42
QLearning,no pain,82.5,62.0,47.5,8.5,46
QLearning,no pain,93.5,58.0,26.0,14.0,60
QLearning,no pain,89.0,69.0,34.5,8.0,45
QLearning,no pain,93.0,71.0,21.5,15.0,45
QLearning,no pain,73.0,49.5,56.0,18.5,51
QLearning,no pain,86.0,60.0,34.0,18.0,48
QLearning,no pain,72.0,60.5,42.5,26.0,44
QLearning,no pain,96.0,66.5,27.5,9.5,46
QLearning,no pain,85.0,71.5,36.0,2.0,56
QLearning,no pain,96.0,67.5,28.5,5.0,52
QLearning,no pain,90.5,61.5,32.5,12.0,53
QLearning,no pain,88.0,59.0,42.5,14.0,41
ActorCritic,no pain,54.0,78.0,42.0,21.5,54
ActorCritic,no pain,59.5,44.5,49.0,42.5,55
ActorCritic,no pain,92.0,45.5,52.0,21.5,28
ActorCritic,no pain,82.5,47.0,47.5,28.0,36
ActorCritic,no pain,81.5,38.0,58.5,20.0,51
ActorCritic,no pain,48.0,84.5,46.5,29.0,33
ActorCritic,no pain,71.5,35.5,68.5,33.5,31
ActorCritic,no pain,39.5,54.0,42.0,59.0,55
ActorCritic,no pain,71.5,38.0,61.0,43.5,21
ActorCritic,no pain,64.5,61.0,42.0,37.5,39
ActorCritic,no pain,82.0,23.5,74.5,28.5,32
ActorCritic,no pain,82.5,45.0,42.5,24.5,55
ActorCritic,no pain,59.0,45.5,55.5,40.5,45
ActorCritic,no pain,49.0,49.0,37.0,59.5,56
ActorCritic,no pain,40.5,50.5,49.0,54.0,56
ActorCritic,no pain,86.5,45.5,60.0,6.0,48
ActorCritic,no pain,61.5,41.0,60.0,34.0,52
ActorCritic,no pain,82.5,63.5,30.0,17.0,59
ActorCritic,no pain,91.5,25.0,73.0,16.0,36
ActorCritic,no pain,69.0,50.0,58.5,27.0,39
ActorCritic,no pain,92.0,59.0,49.5,4.0,39
ActorCritic,no pain,65.0,69.0,36.0,27.5,52
ActorCritic,no pain,62.5,78.5,54.0,8.5,40
ActorCritic,no pain,76.5,36.5,67.0,20.0,47
ActorCritic,no pain,93.0,47.0,47.0,14.0,44
ActorCritic,no pain,81.0,33.0,63.5,27.0,39
ActorCritic,no pain,68.5,61.5,37.5,30.5,50
ActorCritic,no pain,78.0,31.0,57.5,33.0,47
ActorCritic,no pain,41.0,61.0,44.0,54.5,46
ActorCritic,no pain,53.0,46.5,54.0,45.5,47
ActorCritic,no pain,76.0,24.5,76.5,26.0,40
ActorCritic,no pain,77.5,47.5,51.0,31.0,35
ActorCritic,no pain,40.5,65.0,36.0,58.0,47
ActorCritic,no pain,32.0,72.5,27.0,67.0,47
ActorCritic,no pain,49.0,49.0,42.5,59.5,46
ActorCritic,no pain,82.0,54.5,44.5,29.0,31
ActorCritic,no pain,74.5,41.0,69.5,16.5,43
ActorCritic,no pain,83.0,42.5,57.5,14.5,52
ActorCritic,no pain,52.0,55.0,44.0,48.5,48
ActorCritic,no pain,68.0,28.0,63.5,45.0,38
ActorCritic,no pain,85.5,49.5,58.0,3.0,52
ActorCritic,no pain,67.5,38.5,74.0,38.0,14
ActorCritic,no pain,86.5,41.5,46.5,30.0,38
ActorCritic,no pain,31.5,74.5,23.5,70.0,47
ActorCritic,no pain,81.0,44.0,62.5,15.5,41
ActorCritic,no pain,59.0,14.5,77.5,48.0,48
ActorCritic,no pain,88.5,62.0,40.5,6.0,52
ActorCritic,no pain,74.5,29.0,71.0,26.0,44
ActorCritic,no pain,86.0,71.0,21.0,20.5,50
ActorCritic,no pain,40.5,74.5,25.5,58.5,47
ActorCritic,no pain,75.0,51.5,60.0,15.0,43
ActorCritic,no pain,51.0,56.5,48.0,55.0,29
ActorCritic,no pain,89.0,45.5,52.5,14.0,45
ActorCritic,no pain,27.5,70.5,27.5,72.0,50
ActorCritic,no pain,75.5,34.0,50.5,41.0,43
ActorCritic,no pain,56.0,58.0,59.5,24.5,50
ActorCritic,no pain,72.0,62.0,63.0,10.5,32
ActorCritic,no pain,88.0,64.0,34.5,8.5,56
ActorCritic,no pain,84.0,51.0,55.0,15.5,37
ActorCritic,no pain,82.5,50.0,57.0,8.0,51
ActorCritic,no pain,54.0,57.5,43.5,46.5,43
ActorCritic,no pain,44.0,47.5,55.0,51.5,51
ActorCritic,no pain,71.5,47.5,57.0,31.5,33
ActorCritic,no pain,83.5,30.5,69.5,28.0,26
ActorCritic,no pain,94.5,70.0,43.5,0.0,34
ActorCritic,no pain,27.5,67.5,27.0,77.0,48
ActorCritic,no pain,80.5,27.0,47.5,61.5,17
ActorCritic,no pain,24.0,79.5,30.5,69.5,41
ActorCritic,no pain,37.5,81.0,16.5,65.5,45
ActorCritic,no pain,87.0,28.0,67.0,18.5,45
ActorCritic,no pain,80.0,52.0,54.0,16.0,43
ActorCritic,no pain,87.5,43.0,52.5,22.5,37
ActorCritic,no pain,67.0,40.0,55.5,32.5,56
ActorCritic,no pain,56.5,43.5,65.0,35.5,45
ActorCritic,no pain,46.5,55.5,50.5,50.5,42
ActorCritic,no pain,64.0,41.5,56.0,42.0,40
ActorCritic,no pain,81.0,83.0,14.5,17.0,55
ActorCritic,no pain,74.5,13.0,89.0,28.5,38
ActorCritic,no pain,79.5,45.0,54.5,27.5,36
ActorCritic,no pain,92.0,45.0,45.0,17.5,47
ActorCritic,no pain,85.5,68.0,33.0,12.0,48
ActorCritic,no pain,67.0,46.5,52.5,36.0,43
ActorCritic,no pain,44.0,45.5,61.5,51.0,42
ActorCritic,no pain,73.0,28.0,66.0,29.0,54
ActorCritic,no pain,61.0,51.5,59.0,31.0,42
ActorCritic,no pain,58.0,44.5,57.0,39.5,47
ActorCritic,no pain,74.0,35.5,69.0,34.0,23
ActorCritic,no pain,42.0,63.5,54.0,42.0,43
ActorCritic,no pain,74.0,61.0,39.0,32.5,35
ActorCritic,no pain,42.0,66.0,38.5,46.0,60
ActorCritic,no pain,84.0,51.0,61.5,14.5,28
ActorCritic,no pain,85.5,56.0,46.0,11.0,50
ActorCritic,no pain,69.5,46.0,57.5,31.5,38
ActorCritic,no pain,47.5,54.5,44.0,56.5,40
ActorCritic,no pain,71.0,47.5,51.0,30.5,46
ActorCritic,no pain,75.5,43.0,50.0,25.0,58
ActorCritic,no pain,43.0,71.5,24.5,58.5,51
ActorCritic,no pain,59.0,46.5,53.5,39.5,48
ActorCritic,no pain,55.5,58.5,43.5,42.0,47
ActorCritic,no pain,67.5,40.5,59.0,31.0,50
ActorCritic,no pain,84.0,56.5,44.5,14.0,47
ActorCritic,no pain,67.0,39.5,56.0,33.5,53
ActorCritic,no pain,56.0,32.0,58.5,47.5,56
ActorCritic,no pain,84.5,60.5,26.5,28.0,46
ActorCritic,no pain,61.5,45.5,49.5,39.5,54
ActorCritic,no pain,56.5,44.0,61.0,41.5,42
ActorCritic,no pain,80.5,49.0,55.0,21.5,35
ActorCritic,no pain,64.5,22.0,75.0,41.0,41
ActorCritic,no pain,94.5,67.5,33.5,3.0,50
ActorCritic,no pain,95.0,34.0,57.0,25.0,28
ActorCritic,no pain,92.5,22.5,68.0,9.0,60
ActorCritic,no pain,87.5,59.0,36.5,13.0,53
ActorCritic,no pain,26.5,64.5,38.0,65.0,57
ActorCritic,no pain,77.0,52.0,51.5,17.0,52
ActorCritic,no pain,44.0,80.5,12.0,59.5,53
ActorCritic,no pain,51.0,50.0,48.0,48.0,52
ActorCritic,no pain,70.0,27.5,74.5,28.0,46
ActorCritic,no pain,89.5,53.0,30.0,18.0,63
ActorCritic,no pain,36.5,64.0,40.0,69.0,30
ActorCritic,no pain,89.5,31.5,60.5,25.5,34
ActorCritic,no pain,73.0,66.5,45.5,17.5,42
ActorCritic,no pain,19.0,84.5,33.0,66.0,41
ActorCritic,no pain,82.5,43.5,64.0,18.0,32
ActorCritic,no pain,75.5,29.0,65.5,24.0,57
ActorCritic,no pain,91.0,56.5,46.5,4.0,48
ActorCritic,no pain,66.0,72.5,20.5,39.5,48
ActorCritic,no pain,79.5,65.0,33.5,21.0,48
ActorCritic,no pain,70.0,38.0,68.5,24.0,45
Relative,no pain,68.5,27.0,74.0,22.5,61
Relative,no pain,89.0,47.0,48.0,12.0,52
Relative,no pain,64.0,39.0,76.5,15.5,55
Relative,no pain,90.0,43.5,51.0,7.0,60
Relative,no pain,80.5,20.0,71.5,23.0,56
Relative,no pain,91.5,57.0,29.5,15.0,58
Relative,no pain,72.5,31.5,61.5,37.0,41
Relative,no pain,61.0,33.0,68.0,34.0,54
Relative,no pain,56.5,42.0,62.5,36.0,52
Relative,no pain,48.0,43.0,59.0,53.0,41
Relative,no pain,94.5,31.0,56.0,11.5,59
Relative,no pain,50.0,50.0,49.0,54.5,40
Relative,no pain,57.0,45.0,51.5,43.0,54
Relative,no pain,79.0,27.5,73.5,15.0,56
Relative,no pain,60.0,49.0,53.5,35.5,48
Relative,no pain,69.5,28.0,66.5,31.5,53
Relative,no pain,64.5,41.5,59.5,31.5,52
Relative,no pain,52.0,49.0,64.5,37.5,41
Relative,no pain,77.5,30.5,71.5,19.0,48
Relative,no pain,57.5,46.0,61.0,34.5,48
Relative,no pain,99.0,58.0,41.0,6.5,38
Relative,no pain,80.0,23.0,62.0,27.5,60
Relative,no pain,78.5,34.0,55.5,24.5,59
Relative,no pain,83.0,23.0,74.5,15.0,54
Relative,no pain,87.0,33.0,64.5,12.5,52
Relative,no pain,65.0,27.0,60.5,45.5,48
Relative,no pain,79.5,64.5,39.0,20.5,40
Relative,no pain,81.5,23.5,58.5,35.0,50
Relative,no pain,55.5,39.5,59.0,43.0,52
Relative,no pain,46.5,40.5,63.5,49.5,46
Relative,no pain,56.5,34.0,77.5,29.5,50
Relative,no pain,77.5,25.5,63.5,29.0,54
Relative,no pain,80.5,26.0,61.0,24.0,62
Relative,no pain,83.5,27.5,65.0,19.5,55
Relative,no pain,72.0,37.5,60.5,29.0,47
Relative,no pain,75.5,30.0,60.5,32.0,48
Relative,no pain,86.5,51.5,47.0,13.5,48
Relative,no pain,70.0,34.5,74.5,20.5,47
Relative,no pain,53.5,37.0,52.0,57.0,48
Relative,no pain,79.5,49.5,38.5,33.0,45
Relative,no pain,93.0,48.0,52.0,8.0,45
Relative,no pain,79.0,19.5,77.0,23.0,48
Relative,no pain,73.0,29.0,67.5,31.0,45
Relative,no pain,77.5,17.5,68.0,30.5,58
Relative,no pain,45.0,61.5,78.0,11.5,53
Relative,no pain,60.0,40.0,90.5,12.5,41
Relative,no pain,90.0,45.0,54.5,12.5,43
Relative,no pain,76.0,47.0,57.5,7.0,68
Relative,no pain,85.5,27.0,52.5,29.0,57
Relative,no pain,88.0,36.5,57.5,13.5,55
Relative,no pain,76.5,25.5,83.0,14.5,47
Relative,no pain,65.5,32.0,60.5,35.5,59
Relative,no pain,91.0,55.5,40.0,10.0,53
Relative,no pain,81.0,29.5,62.5,24.0,52
Relative,no pain,66.0,27.0,69.0,28.0,63
Relative,no pain,74.0,61.5,49.0,17.0,44
Relative,no pain,67.5,33.5,72.5,26.0,47
Relative,no pain,78.0,24.5,62.0,32.5,51
Relative,no pain,81.5,27.0,53.5,40.0,42
Relative,no pain,80.0,24.0,86.5,10.5,44
Relative,no pain,52.5,51.0,53.0,42.0,48
Relative,no pain,47.0,44.5,54.0,54.0,46
Relative,no pain,78.0,50.5,49.5,20.0,50
Relative,no pain,79.5,23.5,71.5,25.5,47
Relative,no pain,72.0,31.0,80.5,18.5,42
Relative,no pain,87.0,26.0,70.0,17.5,45
Relative,no pain,73.5,32.5,64.5,26.5,52
Relative,no pain,82.5,47.5,48.5,17.5,54
Relative,no pain,66.5,27.0,79.5,24.0,51
Relative,no pain,65.0,36.0,70.0,28.0,48
Relative,no pain,66.0,22.0,78.0,28.0,56
Relative,no pain,92.0,55.5,44.0,3.0,55
Relative,no pain,64.5,29.5,71.0,27.5,59
Relative,no pain,79.0,23.0,74.5,24.5,44
Relative,no pain,53.5,46.0,49.0,51.5,46
Relative,no pain,65.5,30.0,66.5,38.0,45
Relative,no pain,61.5,38.0,65.0,30.5,55
Relative,no pain,90.5,49.5,58.5,1.5,46
Relative,no pain,71.5,41.5,66.0,18.0,51
Relative,no pain,86.0,59.0,46.5,11.0,42
Relative,no pain,71.0,35.5,58.5,36.0,43
Relative,no pain,68.0,33.0,65.5,36.0,42
Relative,no pain,60.0,34.0,71.0,27.0,60
Relative,no pain,74.5,23.5,72.0,26.5,53
Relative,no pain,79.0,33.0,59.5,25.0,53
Relative,no pain,68.5,52.0,52.0,26.5,48
Relative,no pain,97.5,51.5,40.5,8.5,50
Relative,no pain,75.0,32.5,61.0,32.0,45
Relative,no pain,84.0,61.5,38.0,9.0,59
Relative,no pain,81.5,35.0,54.5,31.5,42
